"district_name","condition","pre_mean","pre_std","pre_mean_pct","post_mean","post_std","post_mean_pct","p_value"
"Mahabubnagar","htn",7.5,1.7,75.2,8.5,1.6,85.4,0
"Mahabubnagar","qanc",6.8,1.7,67.9,8.1,1.6,80.8,0
"Mancherial","ane",6.8,1.9,67.8,7.6,1.7,76.4,0
"Mancherial","aph",6.7,2.1,67.1,8,2,80.1,0
"Mancherial","gdm",5.1,1.3,50.5,6.7,1.6,67.4,0
"Mancherial","htn",7.2,1.6,72.3,7.9,1.5,79.3,2e-06
"Mancherial","qanc",7,1.7,69.9,8.3,1.3,83,0
"Medak","ane",6.8,1.8,68.4,7,1.8,69.8,0.50105
"Medak","aph",7.2,2,71.6,7.4,2,74.1,0.249251
"Medak","gdm",5.1,1.4,51.3,5.7,1.4,56.9,0.003037
"Medak","htn",6.9,1.8,69.1,7.2,1.9,72.1,0.131731
"Medak","qanc",7.4,1.4,74.4,7.7,1.4,77.2,0.04911
"Medchal Malkajgiri","ane",6.8,1.8,67.8,7.2,1.8,72.2,0.020847
"Medchal Malkajgiri","aph",6.7,1.7,67,7.4,2.2,74.4,0.000329
"Medchal Malkajgiri","gdm",4.8,1.5,48.2,6,1.7,59.9,0
"Medchal Malkajgiri","htn",5.8,1.9,58.1,7.1,1.9,70.8,0
"Medchal Malkajgiri","qanc",6.6,1.8,65.6,7.5,1.5,75.4,0
"Mulugu","ane",6.3,2.2,63,6.3,2.1,63,1
"Mulugu","aph",5.7,2.9,57.2,6.5,2.4,64.9,0.206372
"Mulugu","gdm",4.3,1.7,43.1,4.8,1.4,47.5,0.266362
"Mulugu","htn",6,2.2,59.6,6.6,2.1,65.5,0.07842
"Mulugu","qanc",6.5,2,65.4,7.1,1.6,70.9,0.159091
"Nagarkurnool","ane",6.2,1.9,62,6.9,1.9,69.4,0.000136
"Nagarkurnool","aph",6.6,2,66.1,7.3,2,73.3,0.000306
"Nagarkurnool","gdm",4.2,1.5,42.4,6,1.7,59.9,0
"Nagarkurnool","htn",6.6,2,65.7,7,1.9,69.8,0.045889
"Nagarkurnool","qanc",6.4,1.8,64.3,7.5,1.6,75.3,0
"Nalgonda","ane",7.2,1.7,71.8,7.7,1.7,76.6,0.000107
"Nalgonda","aph",6.5,2.1,65.1,8.3,1.8,83.3,0
"Nalgonda","gdm",4.7,1.7,47.3,7,2.2,69.9,0
"Nalgonda","htn",7.3,1.7,73.2,8.5,1.6,85,0
"Nalgonda","qanc",7.4,1.7,74,8.4,1.4,84.1,0
"Narayanpet","ane",6.7,1.9,67.1,7.1,1.8,70.5,0.250566
"Narayanpet","aph",7,2.2,69.5,7,2.7,70.5,0.854667
"Narayanpet","gdm",4.9,1.6,48.6,5.5,1.8,55.1,0.00811
"Narayanpet","htn",6.9,1.9,69.1,6.8,1.8,68.4,0.794554
"Narayanpet","qanc",6.7,1.6,66.8,7.4,1.5,73.7,0.001496
"Nirmal","ane",5.9,1.7,58.6,6.2,1.7,61.7,0.162026
"Nirmal","aph",5.7,2.2,57.2,7.5,1.4,74.9,0
"Nirmal","gdm",4.1,1.5,41.3,5.7,1.5,57.4,0
"Nirmal","htn",6.5,2.1,64.6,7.4,2,74,0.000152
"Nirmal","qanc",6.5,1.6,64.6,7,1.6,69.8,0.00842
"Nizamabad","ane",6.2,1.8,62.1,6.9,1.7,69.3,0
"Nizamabad","aph",6.8,2.1,67.6,7.6,1.7,76.1,0
"Nizamabad","gdm",4.5,1.5,45.4,6.4,1.7,63.7,0
"Nizamabad","htn",6.9,1.8,69,7.5,1.9,75.2,1e-05
"Nizamabad","qanc",6.8,1.8,68.4,7.8,1.5,78.2,0
"Peddapalli","ane",6.6,1.9,66.5,7.6,1.7,75.7,1e-05
"Peddapalli","aph",5.8,2.2,57.7,7.5,1.9,75,0
"Peddapalli","gdm",5,1.4,49.8,5.7,1.6,57.1,0.000286
"Peddapalli","htn",7,1.9,69.6,7.7,1.6,77.1,0.000157
"Peddapalli","qanc",7.1,1.5,70.7,7.6,1.3,76.1,0.002166
"Rajanna Sircilla","ane",6.5,2,64.9,7.1,2.1,70.7,0.029042
"Rajanna Sircilla","aph",6.1,2.2,60.8,7,2.4,69.6,0.004517
"Rajanna Sircilla","gdm",4.3,1.3,43.3,5.7,1.6,56.8,1e-06
"Rajanna Sircilla","htn",6.5,1.8,65.2,6.9,2,68.9,0.151153
"Rajanna Sircilla","qanc",7.1,1.6,71.4,7.8,1.4,77.9,0.000909
"Rangareddy","ane",6.3,1.9,62.7,7.6,2.1,75.6,0
"Rangareddy","aph",6.1,2.4,60.7,7.7,2.4,76.9,0
"Rangareddy","gdm",4.7,1.8,46.7,6.8,2.3,68.2,0
"Rangareddy","htn",6.5,2.2,65.4,7.7,2.1,77.1,0
"Rangareddy","qanc",7,1.8,69.6,8,1.6,80,0
"Sangareddy","ane",6.3,1.9,62.7,8.1,1.7,81.1,0
"Sangareddy","aph",6.2,2,62.4,8.7,1.8,87.3,0
"Sangareddy","gdm",4.5,1.5,45.2,8.1,1.9,80.9,0
"Sangareddy","htn",6.7,1.8,66.8,8.5,1.7,84.8,0
"Sangareddy","qanc",6.8,1.6,68.3,8.2,1.5,81.9,0
"Siddipet","ane",6.5,2.1,65,9,1.3,90.5,0
"Siddipet","aph",6.5,2.1,64.6,9.4,1.1,94.5,0
"Siddipet","gdm",4.5,1.6,45.4,9.2,1.3,91.5,0
"Siddipet","htn",7.2,1.8,72,9.6,0.8,96,0
"Siddipet","qanc",7.2,1.6,72.2,8.4,1.6,83.8,0
"Suryapet","ane",7,1.6,69.8,8.4,1.5,83.5,0
"Suryapet","aph",7.1,1.8,70.7,8.7,1.3,86.8,0
"Suryapet","gdm",4.7,1.5,46.6,6.7,1.7,66.6,0
"Suryapet","htn",7.4,1.5,74.1,8.5,1.5,85,0
"Suryapet","qanc",7.2,1.4,72.3,8.8,1.1,87.7,0
"Vikarabad","ane",5.8,2,57.8,6.3,1.9,63.3,0.015194
"Vikarabad","aph",6.1,2.2,60.6,6.6,2.2,66.2,0.044954
"Vikarabad","gdm",4.4,1.5,44.1,5.3,1.6,53.1,2e-06
"Vikarabad","htn",6.3,2,62.6,7.1,1.7,70.9,0.000282
"Vikarabad","qanc",6.1,1.5,60.7,7.2,1.4,72.3,0
"Wanaparthy","ane",6.8,2,68.5,7.6,1.6,75.8,0.000622
"Wanaparthy","aph",6.9,2,69,7.7,1.7,76.6,0.001132
"Wanaparthy","gdm",4.4,1.4,43.9,5.1,1.3,50.6,4.3e-05
"Wanaparthy","htn",7.8,1.7,77.6,8.1,1.5,80.8,0.091895
"Wanaparthy","qanc",6.4,1.6,63.8,7.3,1.4,72.9,1e-06
"Warangal Rural","ane",6.5,1.8,65.5,7.1,1.8,70.6,0.007646
"Warangal Rural","aph",6.4,1.9,64.1,6.6,2.1,66.4,0.234391
"Warangal Rural","gdm",4.8,1.4,48.2,5.8,1.6,57.7,0
"Warangal Rural","htn",7.1,2.2,71.4,7.5,1.8,75.5,0.051221
"Warangal Rural","qanc",6.9,1.3,69,7.8,1.4,77.8,0
"Warangal Urban","ane",6.5,2,64.9,6.9,1.8,68.9,0.036714
"Warangal Urban","aph",6.9,2,69.2,7.7,1.9,76.9,4.7e-05
"Warangal Urban","gdm",4.8,1.4,48.3,6.1,1.7,61,0
"Warangal Urban","htn",6.7,2,67.1,7.4,1.9,73.8,0.000403
"Warangal Urban","qanc",7,1.5,69.7,7.9,1.4,79.1,0
"Yadadri Bhuvanagiri","ane",6.3,1.9,63.2,7.2,1.7,71.6,6e-06
"Yadadri Bhuvanagiri","aph",6.5,2.1,64.8,8.4,1.4,83.9,0
"Yadadri Bhuvanagiri","gdm",4.4,1.6,43.8,6.8,2.2,67.9,0
"Yadadri Bhuvanagiri","htn",6.9,1.8,69.3,7.8,1.8,78.4,1e-06
"Yadadri Bhuvanagiri","qanc",6.8,1.7,67.6,7.8,1.6,77.9,0
"Overall Average","ane",6.7,1.9,66.7,7.5,1.8,75.2,NA
"Overall Average","aph",6.6,2.1,66.5,8.1,1.9,80.5,NA
"Overall Average","gdm",4.8,1.6,47.9,6.6,2,65.7,NA
"Overall Average","htn",7,1.9,70.2,8,1.8,79.8,NA
"Overall Average","qanc",7,1.7,69.8,8.1,1.5,81.3,NA
